2019-11-06 16:55:33 INFO  String:195 - Student Operation: student 111111111 has not selected course 369369;
@2019-11-06 16:55:37 INFO  ATServer:116 - Input from 127.0.0.1:51594 log out
@2019-11-06 16:55:37 INFO  String:229 - University Operation: Get student; Student info: 333333333; State: Success
@2019-11-06 16:55:37 INFO  ATServer:126 - Output to 127.0.0.1:51594 log out
Successfully Log Out!

@2019-11-06 16:55:37 INFO  ATServer:106 - Client: 51594 Exits
@2019-11-06 16:55:37 INFO  ATServer:110 - Client : 51594Exits
@2019-11-06 18:43:42 INFO  ATClient:78 - Class: ATClient    : Exception thrown : Connection refused: connect 

@2019-11-06 19:33:13 INFO  ATServer:51 - Binding to port 5050
@2019-11-06 19:33:13 INFO  ATServer:67 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 10
@2019-11-06 19:33:13 INFO  String:42 - University Operation: Initialize university; courses: []
@2019-11-06 19:33:13 INFO  String:43 - University Operation: Initialize university; students: []
@2019-11-06 19:33:13 INFO  ATClient:69 - 51774 : Connected to server: /127.0.0.1
@2019-11-06 19:33:13 INFO  ATClient:70 - 51774 : Connected to portid: 51774
@2019-11-06 19:33:13 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:13 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51774] Client Socket: [51774 ]

@2019-11-06 19:33:13 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:14 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51774
@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 Clerk
@2019-11-06 19:33:14 INFO  ATServer:138 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 admin
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 Create Course
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 4004, 123456, 1, y, 0, 4, n, y
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 Create Student
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 111111111, Joe, y
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 Create Student
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 222222222, Will, y
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51774 
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51774 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:109 - Client: 51774 Exits
@2019-11-06 19:33:14 INFO  ATServer:113 - Client : 51774Exits
@2019-11-06 19:33:14 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51775] Client Socket: [51775 ]

@2019-11-06 19:33:14 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:14 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51775
@2019-11-06 19:33:14 INFO  ATClient:69 - 51775 : Connected to server: /127.0.0.1
@2019-11-06 19:33:14 INFO  ATClient:70 - 51775 : Connected to portid: 51775
@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 Student
@2019-11-06 19:33:14 INFO  ATServer:138 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 111111111, Joe
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 Select Course
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 123456
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 Register for Course
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 123456
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51775 
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51775 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:109 - Client: 51775 Exits
@2019-11-06 19:33:14 INFO  ATServer:113 - Client : 51775Exits
@2019-11-06 19:33:14 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51776] Client Socket: [51776 ]

@2019-11-06 19:33:14 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:14 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51776
@2019-11-06 19:33:14 INFO  ATClient:69 - 51776 : Connected to server: /127.0.0.1
@2019-11-06 19:33:14 INFO  ATClient:70 - 51776 : Connected to portid: 51776
@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 Student
@2019-11-06 19:33:14 INFO  ATServer:138 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 222222222, Will
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 Select Course
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 123456
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 Register for Course
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 123456
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:119 - Input from 127.0.0.1:51776 
@2019-11-06 19:33:14 INFO  ATServer:129 - Output to 127.0.0.1:51776 Who Are you? Clerk or Student?

@2019-11-06 19:33:14 INFO  ATServer:109 - Client: 51776 Exits
@2019-11-06 19:33:14 INFO  ATServer:113 - Client : 51776Exits
@2019-11-06 19:33:48 INFO  ATServer:51 - Binding to port 5050
@2019-11-06 19:33:48 INFO  ATServer:67 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 10
@2019-11-06 19:33:48 INFO  String:42 - University Operation: Initialize university; courses: []
@2019-11-06 19:33:48 INFO  String:43 - University Operation: Initialize university; students: []
@2019-11-06 19:33:48 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:48 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51778] Client Socket: [51778 ]

@2019-11-06 19:33:48 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:48 INFO  ATClient:69 - 51778 : Connected to server: /127.0.0.1
@2019-11-06 19:33:48 INFO  ATClient:70 - 51778 : Connected to portid: 51778
@2019-11-06 19:33:48 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51778
@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 Student
@2019-11-06 19:33:48 INFO  ATServer:138 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 111111111, Joe
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 Select Course
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 123456
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 
@2019-11-06 19:33:48 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51777] Client Socket: [51777 ]

@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 Register for Course
@2019-11-06 19:33:48 INFO  ATClient:69 - 51777 : Connected to server: /127.0.0.1
@2019-11-06 19:33:48 INFO  ATClient:70 - 51777 : Connected to portid: 51777
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 123456
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51778 
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51778 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:109 - Client: 51778 Exits
@2019-11-06 19:33:48 INFO  ATServer:113 - Client : 51778Exits
@2019-11-06 19:33:48 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51777
@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 Clerk
@2019-11-06 19:33:48 INFO  ATServer:138 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 admin
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 Create Course
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 4004, 123456, 1, y, 0, 4, n, y
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 Create Student
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 111111111, Joe, y
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 Create Student
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 222222222, Will, y
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51777 
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51777 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:109 - Client: 51777 Exits
@2019-11-06 19:33:48 INFO  ATServer:113 - Client : 51777Exits
@2019-11-06 19:33:48 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51779] Client Socket: [51779 ]

@2019-11-06 19:33:48 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:33:48 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51779
@2019-11-06 19:33:48 INFO  ATClient:69 - 51779 : Connected to server: /127.0.0.1
@2019-11-06 19:33:48 INFO  ATClient:70 - 51779 : Connected to portid: 51779
@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 Student
@2019-11-06 19:33:48 INFO  ATServer:138 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 222222222, Will
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 Select Course
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 123456
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 Register for Course
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 123456
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:119 - Input from 127.0.0.1:51779 
@2019-11-06 19:33:48 INFO  ATServer:129 - Output to 127.0.0.1:51779 Who Are you? Clerk or Student?

@2019-11-06 19:33:48 INFO  ATServer:109 - Client: 51779 Exits
@2019-11-06 19:33:48 INFO  ATServer:113 - Client : 51779Exits
@2019-11-06 19:36:29 INFO  ATServer:51 - Binding to port 5050
@2019-11-06 19:36:29 INFO  ATServer:67 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 10
@2019-11-06 19:36:29 INFO  String:42 - University Operation: Initialize university; courses: []
@2019-11-06 19:36:29 INFO  String:43 - University Operation: Initialize university; students: []
@2019-11-06 19:36:29 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:36:29 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51780] Client Socket: [51780 ]

@2019-11-06 19:36:29 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:36:29 INFO  ATClient:69 - 51780 : Connected to server: /127.0.0.1
@2019-11-06 19:36:30 INFO  ATClient:70 - 51780 : Connected to portid: 51780
@2019-11-06 19:36:30 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51780
@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 Clerk
@2019-11-06 19:36:30 INFO  ATServer:138 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 admin
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 Create Course
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 4004, 123456, 1, y, 0, 4, n, y
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 Create Student
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 111111111, Joe, y
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 Create Student
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 222222222, Will, y
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:119 - Input from 127.0.0.1:51780 
@2019-11-06 19:36:30 INFO  ATServer:129 - Output to 127.0.0.1:51780 Who Are you? Clerk or Student?

@2019-11-06 19:36:30 INFO  ATServer:109 - Client: 51780 Exits
@2019-11-06 19:36:30 INFO  ATServer:113 - Client : 51780Exits
@2019-11-06 19:36:30 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51781] Client Socket: [51781 ]

@2019-11-06 19:36:30 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:36:30 INFO  ATClient:69 - 51781 : Connected to server: /127.0.0.1
@2019-11-06 19:36:30 INFO  ATClient:70 - 51781 : Connected to portid: 51781
@2019-11-06 19:36:30 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51781
@2019-11-06 19:36:30 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51782] Client Socket: [51782 ]

@2019-11-06 19:36:30 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:36:30 INFO  ATClient:69 - 51782 : Connected to server: /127.0.0.1
@2019-11-06 19:36:30 INFO  ATClient:70 - 51782 : Connected to portid: 51782
@2019-11-06 19:36:30 INFO  ServerThread:54 - Class: ServerThread: Server Thread Running__51782
@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 Student
@2019-11-06 19:36:35 INFO  ATServer:138 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 111111111, Joe
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 Select Course
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 123456
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 Register for Course
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 123456
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51781 
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51781 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:109 - Client: 51781 Exits
@2019-11-06 19:36:35 INFO  ATServer:113 - Client : 51781Exits
@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 Student
@2019-11-06 19:36:35 INFO  ATServer:138 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 222222222, Will
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 Select Course
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 123456
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 Register for Course
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 123456
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:119 - Input from 127.0.0.1:51782 
@2019-11-06 19:36:35 INFO  ATServer:129 - Output to 127.0.0.1:51782 Who Are you? Clerk or Student?

@2019-11-06 19:36:35 INFO  ATServer:109 - Client: 51782 Exits
@2019-11-06 19:36:35 INFO  ATServer:113 - Client : 51782Exits
@2019-11-06 19:37:43 INFO  ATServer:51 - Binding to port 5050
@2019-11-06 19:37:43 INFO  ATServer:67 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 10
@2019-11-06 19:37:43 INFO  String:42 - University Operation: Initialize university; courses: []
@2019-11-06 19:37:43 INFO  String:43 - University Operation: Initialize university; students: []
@2019-11-06 19:37:43 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:37:43 INFO  ATServer:89 - Client accepted : Client Address : [/127.0.0.1:51783] Client Socket: [51783 ]

@2019-11-06 19:37:43 INFO  ATServer:79 - Waiting for a client ...
@2019-11-06 19:37:43 INFO  ATClient:69 - 51783 : Connected to server: /127.0.0.1
